Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Moong(Green Gram),2005,Rabi,Punjab,286922.06,763212.68,1586.84,217.97,2.94,2.66
Potato,2005,Whole Year,Punjab,203053.54,7902843.78,1988.43,52.2,4.45,38.92
Potato,2005,Rabi,Punjab,17590.82,774699.71,1743.17,168.4,3.65,44.04
Onion,2005,Rabi,Punjab,229106.39,6957961.06,1097.67,127.01,4.46,30.37
Onion,2005,Whole Year,Punjab,185752.85,7275939.13,1389.31,204.41,0.5,39.17
Tomato,2005,Summer,Punjab,37436.16,1585047.01,2142.15,92.04,3.51,42.34
Tomato,2005,Kharif,Punjab,92956.42,4337346.56,618.5,159.15,3.53,46.66
Banana,2005,Summer,Punjab,215475.75,15796527.23,2012.47,97.67,0.74,73.31
Banana,2005,Rabi,Punjab,218963.97,18020734.73,2056.53,139.36,2.85,82.3
Rice,2005,Kharif,Rajasthan,152551.24,860388.99,2070.55,77.17,1.8,5.64
Rice,2005,Whole Year,Rajasthan,276016.34,1540171.18,2097.54,80.55,0.72,5.58
Wheat,2005,Kharif,Rajasthan,6215.34,44315.37,2186.35,171.01,1.56,7.13
Wheat,2005,Rabi,Rajasthan,245035.45,1465311.99,1544.93,76.42,4.41,5.98
Maize,2005,Summer,Rajasthan,81677.27,336510.35,496.94,97.21,3.44,4.12
Maize,2005,Kharif,Rajasthan,327712.26,1327234.65,594.3,173.91,0.6,4.05
Cotton(lint),2005,Whole Year,Rajasthan,227880.79,1071039.71,1913.27,183.89,2.53,4.7
Cotton(lint),2005,Kharif,Rajasthan,134248.03,660500.31,1417.04,174.67,3.96,4.92
Sugarcane,2005,Whole Year,Rajasthan,195493.33,17445824.77,689.53,147.19,3.69,89.24
Sugarcane,2005,Rabi,Rajasthan,125416.99,11833093.01,749.12,214.76,3.03,94.35
Soybean,2005,Summer,Rajasthan,330015.55,1023048.2,1508.77,69.49,1.73,3.1
Soybean,2005,Whole Year,Rajasthan,2850.71,9920.47,1769.78,37.42,3.41,3.48
Groundnut,2005,Summer,Rajasthan,341525.04,1659811.69,1621.08,188.82,3.82,4.86
Groundnut,2005,Whole Year,Rajasthan,56558.97,167980.14,1093.68,165.11,3.56,2.97
Rapeseed &Mustard,2005,Kharif,Rajasthan,176490.8,469465.53,1142.72,176.08,0.21,2.66
Rapeseed &Mustard,2005,Whole Year,Rajasthan,357491.7,968802.51,567.38,153.52,2.27,2.71
Gram,2005,Kharif,Rajasthan,47309.74,132467.27,805.79,177.62,0.43,2.8
Gram,2005,Whole Year,Rajasthan,271164.47,463691.24,441.28,97.64,2.94,1.71
Arhar/Tur,2005,Kharif,Rajasthan,150740.12,316554.25,1812.81,178.61,3.59,2.1
Arhar/Tur,2005,Whole Year,Rajasthan,66779.91,139570.01,990.75,121.14,0.58,2.09
Moong(Green Gram),2005,Rabi,Rajasthan,360714.43,804393.18,1779.86,184.06,1.49,2.23
Moong(Green Gram),2005,Summer,Rajasthan,223526.79,326349.11,720.85,174.04,4.46,1.46
Potato,2005,Rabi,Rajasthan,257556.59,7778209.02,1457.98,68.74,1.76,30.2
Potato,2005,Kharif,Rajasthan,134777.15,3896407.41,2093.22,84.45,2.05,28.91
Onion,2005,Rabi,Rajasthan,208048.9,5625642.26,1265.63,121.39,4.23,27.04
Onion,2005,Whole Year,Rajasthan,22903.99,809656.05,2027.04,220.97,3.55,35.35
Tomato,2005,Summer,Rajasthan,71929.22,2426172.59,1498.41,58.42,3.43,33.73
Tomato,2005,Kharif,Rajasthan,31496.63,896079.12,502.7,89.26,1.33,28.45
Banana,2005,Kharif,Rajasthan,354313.41,22155217.53,2154.7,107.95,2.04,62.53
Banana,2005,Rabi,Rajasthan,70793.62,4397699.67,1935.56,39.77,2.86,62.12
Rice,2005,Rabi,Tamil Nadu,239823.1,1501292.61,1139.97,102.94,4.07,6.26
Rice,2005,Whole Year,Tamil Nadu,421601.7,2356753.5,494.06,117.95,1.32,5.59
Wheat,2005,Summer,Tamil Nadu,440808.1,2605175.87,660.94,182.28,1.02,5.91
Wheat,2005,Rabi,Tamil Nadu,426192.68,2855490.96,2141.24,68.43,0.29,6.7
Maize,2005,Whole Year,Tamil Nadu,40433.69,262414.65,1630.76,144.47,4.42,6.49
Maize,2005,Rabi,Tamil Nadu,244374.34,1524895.88,1825.06,145.26,2.84,6.24
Cotton(lint),2005,Kharif,Tamil Nadu,218370.98,875667.63,698.39,228.6,3.85,4.01
Cotton(lint),2005,Summer,Tamil Nadu,185588.61,972484.32,1571.75,144.54,0.47,5.24
Sugarcane,2005,Kharif,Tamil Nadu,160510.03,22442512.39,2160.51,196.74,2.34,139.82
Sugarcane,2005,Summer,Tamil Nadu,245409.07,29630691.11,1765.17,188.36,0.28,120.74
Soybean,2005,Rabi,Tamil Nadu,395872.04,1654745.13,1967.04,80.15,2.14,4.18
Soybean,2005,Summer,Tamil Nadu,242646.46,761909.88,1296.06,52.15,3.02,3.14
Groundnut,2005,Whole Year,Tamil Nadu,42486.88,172921.6,1193.93,71.08,1.0,4.07
Groundnut,2005,Rabi,Tamil Nadu,340988.11,1278705.41,897.6,95.59,2.96,3.75
Rapeseed &Mustard,2005,Kharif,Tamil Nadu,234325.64,679544.36,1205.69,147.14,0.91,2.9
Rapeseed &Mustard,2005,Whole Year,Tamil Nadu,403785.26,1275961.42,703.94,136.48,2.77,3.16
Gram,2005,Whole Year,Tamil Nadu,294604.5,692320.58,673.79,122.47,2.85,2.35
Gram,2005,Rabi,Tamil Nadu,435223.41,1518929.7,1151.97,236.66,3.07,3.49
Arhar/Tur,2005,Whole Year,Tamil Nadu,448686.63,1332599.29,2163.61,167.79,0.76,2.97
Arhar/Tur,2005,Summer,Tamil Nadu,13699.19,36165.86,1881.33,74.05,1.83,2.64
Moong(Green Gram),2005,Whole Year,Tamil Nadu,386250.59,865201.32,1874.31,143.57,3.25,2.24
Moong(Green Gram),2005,Rabi,Tamil Nadu,369825.79,576928.23,1226.68,105.14,2.33,1.56
Potato,2005,Kharif,Tamil Nadu,110330.8,3639813.09,603.3,48.31,3.29,32.99
Potato,2005,Whole Year,Tamil Nadu,332982.25,11820869.88,744.27,158.89,2.07,35.5
Onion,2005,Summer,Tamil Nadu,378730.68,13251786.49,1248.32,235.61,2.93,34.99
Onion,2005,Kharif,Tamil Nadu,146634.25,3957658.41,1635.39,44.62,0.95,26.99
Tomato,2005,Summer,Tamil Nadu,33165.56,1120332.62,538.74,101.48,3.93,33.78
Tomato,2005,Rabi,Tamil Nadu,31293.18,1229509.04,1773.68,115.74,3.46,39.29
Banana,2005,Rabi,Tamil Nadu,363424.52,23455418.52,506.37,218.76,3.0,64.54
Banana,2005,Summer,Tamil Nadu,171086.56,9798127.29,808.11,110.14,0.75,57.27
Rice,2005,Whole Year,Telangana,50268.91,269441.36,1160.59,38.83,3.38,5.36
Rice,2005,Kharif,Telangana,386324.58,2623143.9,925.99,221.26,3.44,6.79
Wheat,2005,Rabi,Telangana,279794.35,1829855.05,1406.53,161.93,2.49,6.54
Wheat,2005,Summer,Telangana,98690.21,571416.32,616.45,44.35,1.33,5.79
Maize,2005,Summer,Telangana,128080.89,827402.55,1884.16,45.59,1.17,6.46
Maize,2005,Rabi,Telangana,29488.83,246821.51,1979.03,214.22,1.62,8.37
Cotton(lint),2005,Summer,Telangana,83805.92,248903.58,542.14,80.3,3.62,2.97
Cotton(lint),2005,Whole Year,Telangana,447949.16,2020250.71,1940.25,139.5,0.47,4.51
Sugarcane,2005,Rabi,Telangana,220024.4,23929853.74,1727.62,140.3,0.34,108.76
Sugarcane,2005,Summer,Telangana,409849.12,41607882.66,1235.98,58.88,1.67,101.52
Soybean,2005,Summer,Telangana,273386.77,1033401.99,1536.35,154.26,3.22,3.78
Soybean,2005,Rabi,Telangana,47349.05,133997.81,1092.12,132.41,3.0,2.83
Groundnut,2005,Summer,Telangana,334745.47,1462837.7,1311.28,163.16,0.51,4.37
Groundnut,2005,Kharif,Telangana,212885.76,593951.27,482.17,59.41,1.39,2.79
Rapeseed &Mustard,2005,Rabi,Telangana,213100.62,856664.49,1520.54,128.65,2.12,4.02
Rapeseed &Mustard,2005,Summer,Telangana,241884.87,740167.7,1937.44,40.39,3.78,3.06
Gram,2005,Summer,Telangana,208551.95,479669.48,1189.37,75.89,1.91,2.3
Gram,2005,Rabi,Telangana,368283.9,1215336.87,1356.88,214.77,2.67,3.3
Arhar/Tur,2005,Whole Year,Telangana,316165.32,733503.54,2187.07,57.61,1.38,2.32
Arhar/Tur,2005,Rabi,Telangana,185253.97,474250.16,2033.7,179.95,2.81,2.56
Moong(Green Gram),2005,Rabi,Telangana,323433.94,769772.78,2117.26,181.49,3.91,2.38
Moong(Green Gram),2005,Summer,Telangana,299548.8,712926.14,1840.64,169.16,0.6,2.38
Potato,2005,Rabi,Telangana,182205.76,7311917.15,977.95,187.47,1.97,40.13
Potato,2005,Whole Year,Telangana,399673.56,16210759.59,1477.65,135.45,0.8,40.56
Onion,2005,Rabi,Telangana,393227.52,11014302.84,1703.15,55.32,4.08,28.01
Onion,2005,Summer,Telangana,64390.64,1509960.51,421.07,118.63,1.47,23.45
Tomato,2005,Rabi,Telangana,180016.25,9299639.47,2038.24,199.68,1.13,51.66
Tomato,2005,Whole Year,Telangana,30789.36,1262055.87,1097.31,208.89,1.94,40.99
Banana,2005,Rabi,Telangana,138187.92,9928802.05,1820.17,123.75,3.63,71.85
Banana,2005,Whole Year,Telangana,412527.54,26174872.41,1175.77,96.96,2.7,63.45
Rice,2005,Whole Year,Uttar Pradesh,12825.43,81697.99,1107.35,140.42,2.4,6.37
Rice,2005,Kharif,Uttar Pradesh,20627.91,148727.23,1771.43,228.8,1.66,7.21
Wheat,2005,Kharif,Uttar Pradesh,3516.32,26548.22,1094.57,196.26,2.76,7.55
Wheat,2005,Summer,Uttar Pradesh,261309.57,1567857.42,1407.44,52.1,0.92,6.0
Maize,2005,Summer,Uttar Pradesh,12877.76,77781.67,1309.82,232.44,1.85,6.04
Maize,2005,Whole Year,Uttar Pradesh,10996.77,69499.59,1761.18,126.29,1.44,6.32
Cotton(lint),2005,Summer,Uttar Pradesh,166993.45,627895.37,1074.65,129.54,2.11,3.76
Cotton(lint),2005,Whole Year,Uttar Pradesh,40146.67,152557.35,1492.38,61.83,0.33,3.8
Sugarcane,2005,Kharif,Uttar Pradesh,441058.99,49142792.67,1260.18,141.77,0.92,111.42
Sugarcane,2005,Summer,Uttar Pradesh,160605.45,18246385.17,1888.27,178.89,0.96,113.61
Soybean,2005,Summer,Uttar Pradesh,121976.34,473268.2,2139.55,147.12,1.69,3.88
Soybean,2005,Whole Year,Uttar Pradesh,200097.67,738360.4,1527.22,132.67,1.93,3.69
Groundnut,2005,Whole Year,Uttar Pradesh,135569.98,573461.02,986.48,196.43,2.18,4.23
Groundnut,2005,Rabi,Uttar Pradesh,383724.72,2137346.69,1679.59,220.46,0.77,5.57
Rapeseed &Mustard,2005,Whole Year,Uttar Pradesh,325103.38,1144363.9,1360.1,212.69,0.76,3.52
Rapeseed &Mustard,2005,Rabi,Uttar Pradesh,357497.69,1194042.28,896.38,214.19,4.26,3.34
Gram,2005,Rabi,Uttar Pradesh,231049.64,554519.14,568.61,188.47,2.32,2.4
Gram,2005,Whole Year,Uttar Pradesh,235338.64,545985.64,1412.88,122.66,2.8,2.32
Arhar/Tur,2005,Rabi,Uttar Pradesh,259986.92,860556.71,1958.04,235.96,1.95,3.31
Arhar/Tur,2005,Summer,Uttar Pradesh,258301.26,710328.47,2120.88,72.1,0.67,2.75
Moong(Green Gram),2005,Rabi,Uttar Pradesh,288269.14,478526.77,937.18,80.48,1.54,1.66
Moong(Green Gram),2005,Summer,Uttar Pradesh,418201.2,761126.18,454.99,213.13,2.47,1.82
Potato,2005,Summer,Uttar Pradesh,161742.63,5638348.08,1847.99,88.54,1.11,34.86
Potato,2005,Kharif,Uttar Pradesh,6934.72,300273.38,1728.17,205.17,3.38,43.3
Onion,2005,Summer,Uttar Pradesh,421722.42,13414990.18,1879.47,199.93,4.0,31.81
Onion,2005,Rabi,Uttar Pradesh,179895.53,5321309.78,1701.67,88.87,3.16,29.58
Tomato,2005,Whole Year,Uttar Pradesh,157294.83,5053882.89,599.8,199.73,4.28,32.13
Tomato,2005,Kharif,Uttar Pradesh,35049.5,1494510.68,1301.12,196.85,3.24,42.64
Banana,2005,Kharif,Uttar Pradesh,319694.47,18033965.05,1600.34,74.33,3.91,56.41
Banana,2005,Summer,Uttar Pradesh,68972.15,3565170.43,879.1,34.63,2.71,51.69
Rice,2005,Rabi,West Bengal,288393.98,2122579.69,2162.17,156.73,1.74,7.36
Rice,2005,Whole Year,West Bengal,399952.26,2611688.26,1305.55,124.36,2.72,6.53
Wheat,2005,Kharif,West Bengal,286872.33,1724102.7,1347.3,127.27,1.21,6.01
Wheat,2005,Summer,West Bengal,253698.37,1532338.15,615.92,222.53,3.3,6.04
Maize,2005,Rabi,West Bengal,128281.2,624729.44,640.89,162.21,0.43,4.87
Maize,2005,Kharif,West Bengal,560.54,3245.53,1320.03,39.84,1.39,5.79
Cotton(lint),2005,Whole Year,West Bengal,262678.3,979790.06,1240.54,101.48,4.24,3.73
Cotton(lint),2005,Summer,West Bengal,254460.47,1234133.28,1959.79,150.08,4.1,4.85
Sugarcane,2005,Rabi,West Bengal,409519.44,45264183.7,1079.17,232.46,0.58,110.53
Sugarcane,2005,Whole Year,West Bengal,174748.14,23005592.63,1538.88,177.81,0.22,131.65
Soybean,2005,Rabi,West Bengal,394042.3,1095437.59,729.05,88.47,0.76,2.78
Soybean,2005,Whole Year,West Bengal,121401.13,437044.07,1255.73,163.21,4.5,3.6
Groundnut,2005,Summer,West Bengal,430581.52,1808442.38,1300.72,120.87,2.17,4.2
Groundnut,2005,Rabi,West Bengal,166731.06,590227.95,494.24,191.19,1.99,3.54
Rapeseed &Mustard,2005,Whole Year,West Bengal,95791.33,343890.87,1583.24,129.18,3.98,3.59
Rapeseed &Mustard,2005,Rabi,West Bengal,273684.58,632211.38,931.54,58.69,3.0,2.31
Gram,2005,Kharif,West Bengal,438579.02,951716.47,493.96,173.26,2.21,2.17
Gram,2005,Whole Year,West Bengal,19831.62,64452.76,1600.36,202.89,3.56,3.25
Arhar/Tur,2005,Rabi,West Bengal,309775.98,771342.19,835.4,221.32,3.8,2.49
Arhar/Tur,2005,Whole Year,West Bengal,14624.11,36852.76,1725.16,99.35,4.1,2.52
Moong(Green Gram),2005,Rabi,West Bengal,395002.34,489802.9,474.98,113.51,3.48,1.24
Moong(Green Gram),2005,Summer,West Bengal,99302.5,173779.38,636.73,210.0,2.67,1.75
Potato,2005,Whole Year,West Bengal,363316.41,11898612.43,616.37,85.77,0.28,32.75
Potato,2005,Kharif,West Bengal,233323.26,7310017.74,1026.57,108.07,0.21,31.33
Onion,2005,Whole Year,West Bengal,246997.73,8407802.73,1982.66,171.87,2.55,34.04
Onion,2005,Rabi,West Bengal,131369.34,3499679.22,772.77,61.99,4.07,26.64
Tomato,2005,Rabi,West Bengal,111348.33,4630977.04,1271.34,186.96,2.24,41.59
Tomato,2005,Summer,West Bengal,433264.37,14774315.02,536.09,106.79,1.17,34.1
Banana,2005,Kharif,West Bengal,403285.76,28104984.61,1924.95,96.18,1.39,69.69
Banana,2005,Rabi,West Bengal,407936.22,25826442.09,694.99,164.99,3.68,63.31
Rice,2006,Kharif,Andhra Pradesh,326379.04,2026813.84,1369.86,42.73,3.17,6.21
Rice,2006,Whole Year,Andhra Pradesh,224041.94,1167258.51,814.45,39.36,1.99,5.21
Wheat,2006,Kharif,Andhra Pradesh,109231.04,833432.84,1301.09,172.72,0.53,7.63
Wheat,2006,Whole Year,Andhra Pradesh,207119.36,1335919.87,1383.84,120.89,0.39,6.45
Maize,2006,Summer,Andhra Pradesh,216859.35,1602590.6,2015.81,171.61,0.79,7.39
Maize,2006,Kharif,Andhra Pradesh,176640.3,1068673.81,1586.4,52.87,2.94,6.05
Cotton(lint),2006,Kharif,Andhra Pradesh,235381.6,812066.52,794.41,126.38,4.15,3.45
Cotton(lint),2006,Rabi,Andhra Pradesh,6356.79,22375.9,425.54,204.17,3.35,3.52
Sugarcane,2006,Summer,Andhra Pradesh,432080.95,51326896.05,1338.63,235.23,3.46,118.79
Sugarcane,2006,Whole Year,Andhra Pradesh,323389.86,31026023.17,845.21,164.53,3.07,95.94
Soybean,2006,Kharif,Andhra Pradesh,384915.54,1674382.6,1485.52,205.44,3.57,4.35
Soybean,2006,Whole Year,Andhra Pradesh,362236.53,938192.61,482.9,199.7,0.96,2.59
Groundnut,2006,Kharif,Andhra Pradesh,193201.56,683933.52,452.51,130.99,3.05,3.54
Groundnut,2006,Rabi,Andhra Pradesh,179327.56,1027546.92,2055.16,238.58,0.39,5.73
Rapeseed &Mustard,2006,Rabi,Andhra Pradesh,286131.92,543650.65,563.3,36.85,0.45,1.9
Rapeseed &Mustard,2006,Whole Year,Andhra Pradesh,280106.78,1050400.43,2186.4,111.13,2.67,3.75
Gram,2006,Summer,Andhra Pradesh,406055.26,1547070.54,1979.24,234.62,0.32,3.81
Gram,2006,Whole Year,Andhra Pradesh,103298.14,334685.97,2121.38,61.12,3.12,3.24
Arhar/Tur,2006,Summer,Andhra Pradesh,261939.22,599840.81,1185.91,151.82,2.42,2.29
Arhar/Tur,2006,Rabi,Andhra Pradesh,159196.15,557186.53,2009.37,228.76,4.04,3.5
Moong(Green Gram),2006,Whole Year,Andhra Pradesh,370510.79,804008.41,2000.0,144.35,1.08,2.17
Moong(Green Gram),2006,Summer,Andhra Pradesh,267414.22,398447.19,459.06,163.57,1.77,1.49
Potato,2006,Whole Year,Andhra Pradesh,228360.74,9773839.67,1136.94,200.28,3.79,42.8
Potato,2006,Kharif,Andhra Pradesh,347119.71,11305688.95,1578.37,61.83,3.97,32.57
Onion,2006,Whole Year,Andhra Pradesh,130868.12,5065904.93,2075.82,112.28,2.55,38.71
Onion,2006,Rabi,Andhra Pradesh,28068.26,922323.02,1051.92,181.86,1.06,32.86
Tomato,2006,Whole Year,Andhra Pradesh,137122.16,4995360.29,814.75,30.31,3.34,36.43
Tomato,2006,Kharif,Andhra Pradesh,381867.21,15499990.05,1160.73,93.62,1.6,40.59
Banana,2006,Rabi,Andhra Pradesh,82135.48,6509236.79,1067.69,219.41,3.67,79.25
Banana,2006,Whole Year,Andhra Pradesh,297625.91,15702743.01,541.22,144.34,3.25,52.76
Rice,2006,Whole Year,Assam,233159.54,1340667.35,883.92,161.97,2.27,5.75
Rice,2006,Kharif,Assam,284655.69,1423278.45,633.89,147.62,3.56,5.0
Wheat,2006,Rabi,Assam,166491.71,1237033.41,2079.26,203.78,3.2,7.43
Wheat,2006,Whole Year,Assam,414487.04,3282737.36,1650.27,183.09,3.91,7.92
Maize,2006,Summer,Assam,23826.94,105553.34,655.91,74.81,3.06,4.43
Maize,2006,Whole Year,Assam,196178.24,1145680.92,1388.76,95.52,2.27,5.84
Cotton(lint),2006,Summer,Assam,11824.44,44223.41,1910.2,32.4,3.23,3.74
Cotton(lint),2006,Kharif,Assam,106120.55,498766.59,1668.77,201.6,2.55,4.7
Sugarcane,2006,Rabi,Assam,227405.62,24998699.81,1693.22,211.15,0.97,109.93
Sugarcane,2006,Whole Year,Assam,178750.88,18275489.97,637.09,211.71,0.88,102.24
Soybean,2006,Kharif,Assam,392200.61,1623710.53,1610.87,197.3,1.28,4.14
Soybean,2006,Rabi,Assam,374857.25,1458194.7,2030.96,32.55,3.1,3.89
Groundnut,2006,Rabi,Assam,9398.15,33081.49,1103.23,70.2,1.97,3.52
Groundnut,2006,Summer,Assam,395154.03,1687307.71,1489.91,81.9,1.73,4.27
Rapeseed &Mustard,2006,Whole Year,Assam,305054.66,604008.23,529.8,73.13,1.84,1.98
Rapeseed &Mustard,2006,Summer,Assam,351557.65,1272638.69,1813.48,156.23,4.46,3.62
Gram,2006,Summer,Assam,194692.51,533457.48,2164.66,44.18,2.43,2.74
Gram,2006,Kharif,Assam,332179.3,843735.42,1668.2,118.77,1.69,2.54
Arhar/Tur,2006,Rabi,Assam,272664.46,771640.42,1330.22,185.43,2.91,2.83
Arhar/Tur,2006,Kharif,Assam,65201.89,140184.06,1471.65,66.14,4.18,2.15
Moong(Green Gram),2006,Rabi,Assam,41884.11,89632.0,1478.28,160.97,2.99,2.14
Moong(Green Gram),2006,Kharif,Assam,274698.33,439517.33,963.23,86.93,2.77,1.6
Potato,2006,Rabi,Assam,48104.66,1562920.4,678.69,228.39,3.37,32.49
Potato,2006,Summer,Assam,264619.85,9663916.92,1662.05,172.82,1.96,36.52
Onion,2006,Summer,Assam,421352.08,13340006.85,1375.58,227.33,1.15,31.66
Onion,2006,Rabi,Assam,332864.0,9476638.08,786.4,169.65,2.34,28.47
Tomato,2006,Kharif,Assam,42135.15,1722063.58,1747.09,222.06,2.07,40.87
Tomato,2006,Whole Year,Assam,325689.79,8888074.37,416.3,153.79,2.84,27.29
Banana,2006,Summer,Assam,315540.0,17569267.2,767.24,167.34,3.72,55.68
Banana,2006,Rabi,Assam,7608.03,424680.23,538.86,221.35,1.73,55.82
Rice,2006,Kharif,Bihar,273225.91,1622961.91,1611.17,47.04,4.29,5.94
Rice,2006,Whole Year,Bihar,370431.22,2770825.53,2078.88,144.29,1.06,7.48
Wheat,2006,Summer,Bihar,114384.05,688591.98,2177.79,91.21,3.51,6.02
Wheat,2006,Kharif,Bihar,359973.58,2253434.61,1000.49,211.69,4.14,6.26
Maize,2006,Summer,Bihar,354430.47,1889114.41,1217.82,162.35,1.27,5.33
Maize,2006,Rabi,Bihar,199424.21,1483716.12,1568.78,226.62,0.48,7.44
Cotton(lint),2006,Kharif,Bihar,353401.42,1183894.76,1477.92,72.23,2.74,3.35
Cotton(lint),2006,Whole Year,Bihar,13225.92,31874.47,778.05,89.02,3.27,2.41
Sugarcane,2006,Summer,Bihar,117476.35,10008985.02,687.09,63.7,0.5,85.2
Sugarcane,2006,Kharif,Bihar,396819.93,39348664.26,1865.43,173.88,0.67,99.16
Soybean,2006,Summer,Bihar,416090.19,1302362.29,1197.95,146.21,1.3,3.13
Soybean,2006,Rabi,Bihar,392749.79,1382479.26,1890.61,75.37,3.68,3.52
Groundnut,2006,Whole Year,Bihar,168397.32,548975.26,888.7,78.67,1.57,3.26
Groundnut,2006,Summer,Bihar,234958.93,1334566.72,1830.07,215.72,1.68,5.68
Rapeseed &Mustard,2006,Kharif,Bihar,197925.17,581900.0,1498.98,63.68,3.1,2.94
Rapeseed &Mustard,2006,Rabi,Bihar,103704.37,202223.52,611.59,64.71,0.21,1.95
Gram,2006,Summer,Bihar,355349.77,934569.9,934.22,143.69,1.68,2.63
Gram,2006,Whole Year,Bihar,396807.29,829327.24,618.69,163.27,2.7,2.09
Arhar/Tur,2006,Summer,Bihar,273684.83,410527.24,841.63,42.12,1.88,1.5
Arhar/Tur,2006,Whole Year,Bihar,431958.33,984864.99,1509.34,146.94,1.99,2.28
Moong(Green Gram),2006,Whole Year,Bihar,305700.83,596116.62,1141.36,188.25,1.08,1.95
Moong(Green Gram),2006,Summer,Bihar,259146.52,360213.66,439.85,228.47,3.2,1.39
Potato,2006,Rabi,Bihar,197873.46,7768512.04,2164.78,137.58,0.69,39.26
Potato,2006,Summer,Bihar,347957.53,14784715.45,2112.6,193.06,2.83,42.49
Onion,2006,Rabi,Bihar,213677.63,6096222.78,1409.22,161.97,3.16,28.53
Onion,2006,Whole Year,Bihar,376334.91,13457736.38,1878.5,207.1,2.29,35.76
Tomato,2006,Whole Year,Bihar,239444.04,9125212.36,1319.01,202.33,1.94,38.11
Tomato,2006,Kharif,Bihar,184677.79,6088826.74,1565.99,33.26,1.41,32.97
Banana,2006,Kharif,Bihar,175537.52,11090460.51,1375.17,233.29,0.49,63.18
Banana,2006,Summer,Bihar,169273.28,11097556.24,1846.87,121.03,4.49,65.56
Rice,2006,Whole Year,Gujarat,201150.91,1070122.84,526.01,183.14,2.82,5.32
Rice,2006,Kharif,Gujarat,166582.13,934525.75,481.57,103.49,4.2,5.61
Wheat,2006,Kharif,Gujarat,297927.09,1736914.93,1271.18,31.12,3.66,5.83
Wheat,2006,Whole Year,Gujarat,30375.26,252418.41,1779.73,152.58,3.56,8.31
Maize,2006,Summer,Gujarat,305024.3,1698985.35,1765.3,33.07,1.09,5.57
Maize,2006,Whole Year,Gujarat,298286.53,1825513.56,1024.53,112.06,0.88,6.12
Cotton(lint),2006,Rabi,Gujarat,268921.31,1194010.62,1577.44,216.72,2.69,4.44
Cotton(lint),2006,Kharif,Gujarat,213527.59,916033.36,1689.51,86.9,1.07,4.29
Sugarcane,2006,Whole Year,Gujarat,270097.21,34529227.33,1950.72,212.41,3.31,127.84
Sugarcane,2006,Rabi,Gujarat,263308.31,28908619.35,640.57,123.21,2.14,109.79
Soybean,2006,Summer,Gujarat,247429.52,920437.81,1359.85,163.72,3.42,3.72
Soybean,2006,Whole Year,Gujarat,371750.01,1037182.53,1233.61,88.48,3.02,2.79
Groundnut,2006,Kharif,Gujarat,298055.04,1514119.6,1866.89,193.39,3.47,5.08
Groundnut,2006,Whole Year,Gujarat,194839.63,711164.65,456.07,84.51,0.34,3.65
Rapeseed &Mustard,2006,Rabi,Gujarat,251023.06,725456.64,470.16,170.04,1.59,2.89
Rapeseed &Mustard,2006,Whole Year,Gujarat,448272.87,1779643.29,1885.75,207.42,1.27,3.97
Gram,2006,Summer,Gujarat,435284.98,1597495.88,1887.97,219.65,4.21,3.67
Gram,2006,Whole Year,Gujarat,3070.5,9211.5,1238.49,149.94,1.51,3.0
Arhar/Tur,2006,Rabi,Gujarat,10580.44,28672.99,1048.77,194.59,2.63,2.71
Arhar/Tur,2006,Summer,Gujarat,104792.17,198057.2,425.89,190.51,2.88,1.89
Moong(Green Gram),2006,Rabi,Gujarat,230480.26,350330.0,409.62,227.07,1.98,1.52
Moong(Green Gram),2006,Kharif,Gujarat,31663.08,61426.38,1548.98,183.93,3.11,1.94
Potato,2006,Rabi,Gujarat,103379.52,4334703.27,1474.33,224.92,4.2,41.93
Potato,2006,Whole Year,Gujarat,95630.34,3560317.56,2192.14,236.03,2.99,37.23
Onion,2006,Whole Year,Gujarat,422999.34,14889576.77,1307.21,229.33,3.78,35.2
Onion,2006,Summer,Gujarat,49973.45,1621638.45,2065.08,162.65,0.43,32.45
Tomato,2006,Rabi,Gujarat,292063.21,9015991.29,895.52,62.8,2.93,30.87
Tomato,2006,Kharif,Gujarat,317460.05,13393639.51,1219.31,170.23,3.8,42.19
Banana,2006,Kharif,Gujarat,308585.21,19138454.72,444.94,66.0,2.15,62.02
Banana,2006,Summer,Gujarat,409640.76,29490038.31,1550.26,230.24,3.99,71.99
Rice,2006,Whole Year,Haryana,125017.13,990135.67,2058.35,152.47,2.75,7.92
Rice,2006,Summer,Haryana,14768.82,88169.86,1162.0,47.76,2.81,5.97
Wheat,2006,Kharif,Haryana,310960.56,2114531.81,1474.2,135.33,4.4,6.8
Wheat,2006,Rabi,Haryana,360133.01,2942286.69,1992.25,56.3,1.06,8.17
Maize,2006,Summer,Haryana,280372.42,2094381.98,2152.09,127.65,3.84,7.47
Maize,2006,Whole Year,Haryana,30623.93,238560.41,2155.62,201.56,3.87,7.79
Cotton(lint),2006,Whole Year,Haryana,248568.77,1111102.4,1820.94,117.41,0.92,4.47
Cotton(lint),2006,Summer,Haryana,424101.36,1471631.72,534.68,122.08,2.48,3.47
Sugarcane,2006,Summer,Haryana,435508.78,44421895.56,1191.53,88.46,3.63,102.0
Sugarcane,2006,Whole Year,Haryana,105011.44,10019141.49,633.42,83.86,1.73,95.41
Soybean,2006,Summer,Haryana,438930.29,1505530.89,706.21,218.63,3.54,3.43
