N,P,K,temperature,humidity,ph,rainfall,label
95,36,32,25.83,68.73,5.77,141.69,coffee
96,32,34,23.77,63.79,6.54,182.23,coffee
88,27,27,27.61,56.19,6.68,168.14,coffee
107,32,31,24.66,57.05,6.71,162.99,coffee
99,28,22,26.83,59.71,7.1,158.0,coffee
80,26,29,26.99,48.45,6.72,168.27,coffee
93,28,26,24.04,56.76,6.42,171.67,coffee
92,23,38,27.42,49.49,6.39,162.85,coffee
104,20,35,27.15,61.21,7.24,167.05,coffee
106,35,35,23.82,61.97,6.43,168.08,coffee
106,21,29,26.03,56.62,6.83,174.12,coffee
100,29,36,26.45,59.8,6.32,171.42,coffee
104,34,30,21.87,50.3,6.99,146.6,coffee
106,28,29,25.31,54.47,6.69,146.31,coffee
96,26,28,27.34,58.15,7.11,188.76,coffee
111,30,31,27.23,59.25,7.09,170.28,coffee
96,32,30,25.29,56.42,6.77,177.93,coffee
111,29,32,28.04,58.05,6.25,184.02,coffee
94,24,21,26.64,50.69,6.4,169.76,coffee
109,24,29,23.75,56.06,6.81,147.97,coffee
98,20,35,26.52,62.76,7.22,141.5,coffee
96,18,45,25.2,63.99,6.2,177.93,coffee
123,27,24,25.22,47.67,6.68,174.42,coffee
100,26,32,26.71,50.5,6.74,206.72,coffee
84,27,39,27.71,56.23,6.78,157.96,coffee
92,27,28,25.73,55.06,6.19,157.17,coffee
121,28,28,27.01,58.01,7.45,157.92,coffee
109,24,32,26.05,58.52,6.5,145.24,coffee
104,31,29,26.07,58.61,6.74,153.99,coffee
101,41,31,26.79,60.99,6.59,183.88,coffee
97,33,28,23.58,60.63,6.26,168.71,coffee
86,26,22,31.15,50.53,6.7,180.87,coffee
113,32,28,28.2,63.37,6.78,162.81,coffee
97,23,36,28.12,54.38,6.64,155.13,coffee
100,28,34,24.01,54.57,7.19,148.75,coffee
85,25,28,28.61,63.42,7.16,174.4,coffee
112,24,29,23.52,57.75,6.97,160.69,coffee
116,22,32,23.0,59.27,7.0,153.71,coffee
107,23,21,26.61,67.52,6.3,182.44,coffee
101,21,24,25.53,56.78,6.17,124.12,coffee
90,28,29,24.5,59.81,7.12,165.88,coffee
99,32,25,25.05,57.79,6.21,149.6,coffee
76,37,25,28.67,58.99,6.93,148.22,coffee
103,31,33,27.05,56.96,6.51,126.12,coffee
107,33,38,26.11,54.97,6.02,178.83,coffee
79,26,28,25.36,58.98,6.76,109.69,coffee
101,16,33,24.39,48.01,6.37,146.6,coffee
115,28,31,27.86,58.32,7.0,171.68,coffee
85,35,22,27.33,51.21,6.94,195.24,coffee
98,26,33,24.84,67.89,6.78,151.6,coffee
94,23,26,24.8,56.36,6.44,199.98,coffee
88,28,32,26.76,58.51,6.6,167.03,coffee
104,26,22,24.56,53.07,6.43,158.66,coffee
105,36,27,27.05,60.33,7.22,169.52,coffee
88,19,31,24.44,53.9,6.19,161.22,coffee
119,25,32,25.3,52.35,6.99,136.11,coffee
101,26,34,23.38,60.75,6.36,147.78,coffee
57,38,32,23.97,53.18,6.5,172.34,coffee
78,27,38,23.23,59.2,7.58,170.64,coffee
102,30,27,28.1,56.8,5.92,150.17,coffee
89,26,28,27.89,62.28,6.81,157.94,coffee
88,17,30,27.09,58.26,6.49,167.29,coffee
100,36,36,27.42,62.59,6.18,171.26,coffee
105,31,32,26.41,72.3,6.67,176.73,coffee
95,31,34,26.23,67.15,6.35,148.26,coffee
103,32,30,28.07,55.49,6.24,164.16,coffee
100,30,29,24.82,58.43,6.71,151.9,coffee
98,25,34,25.89,70.08,6.76,146.98,coffee
133,30,34,26.68,61.92,6.91,135.96,coffee
105,21,29,24.05,60.59,6.83,167.62,coffee
104,24,28,27.34,64.14,6.24,127.38,coffee
92,33,36,23.65,60.34,7.43,166.31,coffee
118,32,25,25.12,58.97,6.74,176.33,coffee
105,13,23,21.13,59.68,6.8,163.66,coffee
89,31,33,22.99,51.47,6.7,193.84,coffee
121,30,26,27.27,56.54,6.39,115.12,coffee
102,24,30,20.9,59.65,5.73,179.76,coffee
107,26,32,23.54,59.16,7.02,96.11,coffee
95,27,29,28.41,53.18,6.45,119.68,coffee
119,26,27,25.4,61.98,6.84,210.96,coffee
106,25,27,24.71,51.29,6.72,173.67,coffee
93,23,37,22.65,48.46,6.24,127.19,coffee
105,26,28,27.81,55.34,7.01,188.23,coffee
95,31,28,27.35,50.94,6.04,150.17,coffee
90,25,28,26.94,56.76,6.37,150.97,coffee
91,23,21,25.64,55.96,7.09,129.05,coffee
94,37,25,25.03,52.72,6.16,188.95,coffee
103,28,21,26.22,64.59,7.16,171.37,coffee
87,29,33,21.91,53.19,7.06,175.52,coffee
82,31,30,27.06,55.63,6.96,174.88,coffee
96,28,26,28.8,58.2,6.33,143.68,coffee
